course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,profit,published_date,published_time,year,month,day,Clean_title
403100,"Trading Stock Chart Patterns For Immediate, Explosive Gains",https://www.udemy.com/trading-chart-patterns-for-immediate-explosive-gains/,True,95,2917,148,23,All Levels,2.5 hours,2015-01-30T22:13:03Z,Business Finance,277115,2015-01-30,22:13:03Z,2015,1,30,trading stock chart patterns immediate explosive gains
592338,Forex Trading Secrets of the Pros With Amazon's AWS,https://www.udemy.com/trading-with-amazons-aws-servers-trade-secrets-of-the-pros/,True,200,4284,93,76,All Levels,5 hours,2015-09-11T16:47:02Z,Business Finance,856800,2015-09-11,16:47:02Z,2015,9,11,forex trading secrets pros amazons aws
1196544,Python Algo Trading: Sentiment Trading with News,https://www.udemy.com/hedge-fund-strategy-trading-with-sentiment-analysis/,True,200,294,19,42,All Levels,7 hours,2017-04-28T16:41:44Z,Business Finance,58800,2017-04-28,16:41:44Z,2017,4,28,python algo trading sentiment trading news
383414,Beginner to Pro in PowerPoint: Complete PowerPoint Training,https://www.udemy.com/powerpoint-master-class-for-business-and-finance-graduates/,True,150,5786,518,50,All Levels,5 hours,2015-01-31T15:34:05Z,Business Finance,867900,2015-01-31,15:34:05Z,2015,1,31,beginner pro powerpoint complete powerpoint training
1170894,Python Algo Stock Trading: Automate Your Trading!,https://www.udemy.com/algorithmic-stock-trading-bootcamp-automate-your-trading/,True,95,1165,21,41,Beginner Level,2.5 hours,2017-05-28T23:41:03Z,Business Finance,110675,2017-05-28,23:41:03Z,2017,5,28,python algo stock trading automate trading
1035472,Python for Finance: Investment Fundamentals & Data Analytics,https://www.udemy.com/python-for-finance-investment-fundamentals-data-analytics/,True,195,3811,278,103,All Levels,6.5 hours,2017-03-30T22:17:09Z,Business Finance,743145,2017-03-30,22:17:09Z,2017,3,30,python finance investment fundamentals  data analytics
301442,Black Algo Trading: Build Your Trading Robot,https://www.udemy.com/build-your-trading-robot/,True,200,20195,1113,227,All Levels,16 hours,2014-10-27T22:01:36Z,Business Finance,4039000,2014-10-27,22:01:36Z,2014,10,27,black algo trading build trading robot
640100,Accounting & Financial Statement Analysis: Complete Training,https://www.udemy.com/accounting-fsa-a-solid-foundation-for-a-career-in-finance/,True,150,10042,594,43,All Levels,3 hours,2015-10-22T00:03:48Z,Business Finance,1506300,2015-10-22,00:03:48Z,2015,10,22,accounting  financial statement analysis complete training
258232,Algorithmic Trading In Forex: Create Your First Forex Robot!,https://www.udemy.com/learn-mql4/,True,185,7941,713,40,All Levels,6.5 hours,2014-08-11T08:01:14Z,Business Finance,1469085,2014-08-11,08:01:14Z,2014,8,11,algorithmic trading forex create forex robot
1070886,Python Algo Trading: FX Trading with Oanda,https://www.udemy.com/python-algo-trading-fx-trading-with-oanda/,True,200,453,42,33,Intermediate Level,3 hours,2017-03-14T00:39:45Z,Business Finance,90600,2017-03-14,00:39:45Z,2017,3,14,python algo trading fx trading oanda
1175694,Get a Credit Repair Publication On Amazon and Live LIFE..,https://www.udemy.com/get-a-credit-repair-publication-on-amazon-and-live-life/,True,20,727,11,25,Beginner Level,3 hours,2017-04-26T18:17:51Z,Business Finance,14540,2017-04-26,18:17:51Z,2017,4,26,credit repair publication amazon live life
1188742,Introduction to Cryptocurrencies and Blockchain,https://www.udemy.com/introduction-to-cryptocurrencies/,False,0,3775,138,11,Beginner Level,2 hours,2017-05-01T21:18:54Z,Business Finance,0,2017-05-01,21:18:54Z,2017,5,1,introduction cryptocurrencies blockchain
488818,QuickBooks 2015 Training for Newbies,https://www.udemy.com/free-training-quickbooks-2015/,True,200,2506,21,76,Beginner Level,6 hours,2015-05-11T23:16:54Z,Business Finance,501200,2015-05-11,23:16:54Z,2015,5,11,quickbooks 2015 training newbies
1117834,Learn How To Trade Gold In 2017,https://www.udemy.com/learn-how-to-trade-gold-in-2017/,True,200,2,1,16,All Levels,1 hour,2017-04-06T04:59:32Z,Business Finance,400,2017-04-06,04:59:32Z,2017,4,6,learn trade gold 2017
429482,Fundraise the Simplified Way: A Crowdfunding Blueprint,https://www.udemy.com/fundraise-the-simplified-way-a-crowdfunding-blueprint/,True,35,7,1,19,All Levels,1 hour,2015-02-23T04:37:14Z,Business Finance,245,2015-02-23,04:37:14Z,2015,2,23,fundraise simplified way crowdfunding blueprint
658764,Forex Management - Detailed Study for CA / CS / CFA Exams,https://www.udemy.com/international-finance-a-comprehensive-study/,True,50,131,2,38,All Levels,3 hours,2015-11-03T18:54:45Z,Business Finance,6550,2015-11-03,18:54:45Z,2015,11,3,forex management  detailed study  cs  cfa exams
822514,CAIIB Advanced Bank Management (Part I),https://www.udemy.com/statistics-regression-analysis/,True,25,2953,20,211,All Levels,20.5 hours,2016-04-15T18:43:40Z,Business Finance,73825,2016-04-15,18:43:40Z,2016,4,15,caiib advanced bank management part i
518886,MQL4 Tutorial Golden Goose,https://www.udemy.com/mql4-tutorial-golden-goose-trading-tutorial/,True,20,135,5,12,Beginner Level,1.5 hours,2015-06-07T19:32:46Z,Business Finance,2700,2015-06-07,19:32:46Z,2015,6,7,mql4 tutorial golden goose
517938,Algorithmic Trading in MATLAB: WFAToolbox App GUI (Finance),https://www.udemy.com/algorithmic-trading-with-matlab-wfatoolbox/,True,20,1749,41,21,All Levels,1 hour,2015-06-23T22:37:31Z,Business Finance,34980,2015-06-23,22:37:31Z,2015,6,23,algorithmic trading matlab wfatoolbox app gui finance
497236,Raise Your Credit Score to 800 Or More....,https://www.udemy.com/raise-your-credit-score-to-800-or-more/,True,50,844,33,40,All Levels,2 hours,2015-07-12T19:05:43Z,Business Finance,42200,2015-07-12,19:05:43Z,2015,7,12,raise credit score 800 more
815482,Stock Technical Analysis with Python,https://www.udemy.com/stock-technical-analysis-with-python/,True,50,409,35,46,All Levels,8 hours,2016-04-12T00:40:03Z,Business Finance,20450,2016-04-12,00:40:03Z,2016,4,12,stock technical analysis python
803664,How to invest in Gold,https://www.udemy.com/howtoinvestingold/,True,50,249,14,39,Beginner Level,2.5 hours,2016-06-14T17:10:19Z,Business Finance,12450,2016-06-14,17:10:19Z,2016,6,14,invest gold
363404,Futures/Commodity Training (Basics),https://www.udemy.com/commodity/,False,0,4863,202,6,Beginner Level,1.5 hours,2015-02-07T07:04:07Z,Business Finance,0,2015-02-07,07:04:07Z,2015,2,7,futurescommodity training basics
406922,How to Invest in Stocks + Billionaire Investing Tips,https://www.udemy.com/how-to-invest-in-stocks-warren-buffett/,True,40,1643,18,19,All Levels,2 hours,2015-07-01T20:43:10Z,Business Finance,65720,2015-07-01,20:43:10Z,2015,7,1,invest stocks  billionaire investing tips
292462,Learn to Raise the Funds You Need via Crowdfunding,https://www.udemy.com/thecrowdfundedkit/,True,20,3403,29,70,All Levels,8 hours,2014-09-19T20:38:16Z,Business Finance,68060,2014-09-19,20:38:16Z,2014,9,19,learn raise funds need crowdfunding
1053272,The Financial Analyst Skills Training (FAST) course 2017,https://www.udemy.com/the-financial-analyst-skills-training-fast-course-2017/,True,100,589,31,138,All Levels,10 hours,2017-01-02T17:44:17Z,Business Finance,58900,2017-01-02,17:44:17Z,2017,1,2,financial analyst skills training fast course 2017
1079040,Leaps Options Trading System - Diagonal Leaps Options Spread,https://www.udemy.com/leaps-options-trading-system-diagonal-leaps-options-spread/,True,200,993,19,16,All Levels,1 hour,2017-01-19T19:09:29Z,Business Finance,198600,2017-01-19,19:09:29Z,2017,1,19,leaps options trading system  diagonal leaps options spread
56058,Surpassing Your Kickstarter Goals,https://www.udemy.com/surpassing-your-kickstarter-goals/,True,30,124,7,12,All Levels,1 hour,2013-05-24T17:42:25Z,Business Finance,3720,2013-05-24,17:42:25Z,2013,5,24,surpassing kickstarter goals
530430,Fundraising 101,https://www.udemy.com/fundraising101/,True,95,26,4,5,Beginner Level,1 hour,2015-06-17T23:50:28Z,Business Finance,2470,2015-06-17,23:50:28Z,2015,6,17,fundraising 101
979616,"Investing In Stocks For Big Gains, Fundamental Investing",https://www.udemy.com/fundamental-analysis-of-stocks/,True,200,267,11,21,All Levels,2 hours,2016-10-22T14:28:36Z,Business Finance,53400,2016-10-22,14:28:36Z,2016,10,22,investing stocks big gains fundamental investing
975074,ALGOTECH Hedge Fund Method for Stock Market Trading,https://www.udemy.com/algotech-hedge-fund-method-for-stock-market/,True,20,605,19,4,All Levels,19 mins,2016-10-10T21:05:19Z,Business Finance,12100,2016-10-10,21:05:19Z,2016,10,10,algotech hedge fund method stock market trading
1168172,Case studies on credit appraisal for bankers,https://www.udemy.com/case-studies-on-credit-appraisal-for-bankers/,True,20,0,0,15,Beginner Level,3.5 hours,2017-05-01T20:16:26Z,Business Finance,0,2017-05-01,20:16:26Z,2017,5,1,case studies credit appraisal bankers
831170,CurrencyFair - Avoid Bank Charges when converting currencies,https://www.udemy.com/currencyfair-currency-exchange/,False,0,1730,34,11,All Levels,40 mins,2016-05-05T14:38:15Z,Business Finance,0,2016-05-05,14:38:15Z,2016,5,5,currencyfair  avoid bank charges converting currencies
790034,Learn How to Trade Pump and Dumps. 5 Setups Well Explained.,https://www.udemy.com/how-to-trade-pump-and-dumps/,True,50,769,10,18,All Levels,2 hours,2016-03-14T17:17:00Z,Business Finance,38450,2016-03-14,17:17:00Z,2016,3,14,learn trade pump dumps 5 setups explained
1048496,"SAP Crystal Reports:Master-Detail,Cross-Tab,Sub-Reports",https://www.udemy.com/sap-crystal-reportsmaster-detailcross-tabsub-reports/,True,50,13,1,9,All Levels,2 hours,2016-12-26T17:39:05Z,Business Finance,650,2016-12-26,17:39:05Z,2016,12,26,sap crystal reportsmasterdetailcrosstabsubreports
843536,Forex Trading Profit 183%p.a : Trend is Our Friend-ALGOTREND,https://www.udemy.com/forex-robot-trading-trend-is-our-friend-algo-trend/,True,120,54,11,12,All Levels,36 mins,2016-12-05T17:01:51Z,Business Finance,6480,2016-12-05,17:01:51Z,2016,12,5,forex trading profit 183pa  trend friendalgotrend
594936,Algorithmic futures trading - Investing with no experience,https://www.udemy.com/algorithmic-futures-trading/,True,195,1512,23,19,All Levels,1.5 hours,2015-09-14T18:24:03Z,Business Finance,294840,2015-09-14,18:24:03Z,2015,9,14,algorithmic futures trading  investing experience
826912,Six Stage Negotiation,https://www.udemy.com/six-stage-negotiation-for-cash-collection/,True,30,1,0,21,All Levels,2.5 hours,2016-05-11T17:08:03Z,Business Finance,30,2016-05-11,17:08:03Z,2016,5,11,stage negotiation
533458,How to Obtain a Business Loan,https://www.udemy.com/how-to-obtain-a-business-loan/,True,20,1,1,12,All Levels,34 mins,2015-11-17T19:17:56Z,Business Finance,20,2015-11-17,19:17:56Z,2015,11,17,obtain business loan
529828,Python for Trading & Investing,https://www.udemy.com/python-for-trading-investing/,True,95,638,25,36,All Levels,5 hours,2015-06-17T22:23:31Z,Business Finance,60610,2015-06-17,22:23:31Z,2015,6,17,python trading  investing
572992,Investing: How to Fix Hidden Flaws Inside Your Portfolio,https://www.udemy.com/investing-how-to-fix-hidden-flaws-inside-your-portfolio/,True,195,58,8,14,All Levels,1 hour,2015-12-03T02:30:13Z,Business Finance,11310,2015-12-03,02:30:13Z,2015,12,3,investing fix hidden flaws inside portfolio
754524,Fundraising Success: The Art & Science of Major Gifts,https://www.udemy.com/fundraising-success-the-art-science-of-major-gifts/,True,50,38,9,25,Intermediate Level,2.5 hours,2016-05-27T17:16:58Z,Business Finance,1900,2016-05-27,17:16:58Z,2016,5,27,fundraising success art  science major gifts
364034,Finanzas y Análisis Financiero: Manejo Seguro de Negocios,https://www.udemy.com/finanzas-y-analisis-financiero-manejo-seguro-de-negocios/,True,20,50,18,13,Beginner Level,1.5 hours,2014-12-16T03:10:02Z,Business Finance,1000,2014-12-16,03:10:02Z,2014,12,16,finanzas anlisis financiero manejo seguro de negocios
44319,Master Calendar Spreads with this live trade on Gold (GLD),https://www.udemy.com/calendar-spreads/,True,60,540,44,6,Expert Level,1 hour,2013-03-02T14:03:59Z,Business Finance,32400,2013-03-02,14:03:59Z,2013,3,2,master calendar spreads live trade gold gld
975414,Contango VXX - ETF Options Trading - Double Your Investment,https://www.udemy.com/contango-vxx-trading-idiot-proof-way-to-double-your-return/,True,200,513,20,20,All Levels,1 hour,2016-10-06T15:10:38Z,Business Finance,102600,2016-10-06,15:10:38Z,2016,10,6,contango vxx  etf options trading  double investment
392478,Startup Business: How To Raise Seed Capital,https://www.udemy.com/startup-finance-small-business-loans-and-grants/,True,95,3360,12,34,All Levels,3 hours,2015-03-15T20:29:17Z,Business Finance,319200,2015-03-15,20:29:17Z,2015,3,15,startup business raise seed capital
836926,The Holy Grail of Auto Trading Forex Futures Stocks Revealed,https://www.udemy.com/the-holy-grail-of-auto-trading-revealed/,True,50,3917,45,7,All Levels,1 hour,2016-05-03T18:23:01Z,Business Finance,195850,2016-05-03,18:23:01Z,2016,5,3,holy grail auto trading forex futures stocks revealed
1088656,Quantitative Trading Analysis with Python,https://www.udemy.com/quantitative-trading-analysis-with-python/,True,50,256,17,49,All Levels,5.5 hours,2017-01-27T17:11:28Z,Business Finance,12800,2017-01-27,17:11:28Z,2017,1,27,quantitative trading analysis python
59725,Small Business and Managerial Accounting Training Tutorial,https://www.udemy.com/small-business-and-managerial-accounting-training-tutorial/,True,20,117,3,71,Beginner Level,3.5 hours,2013-06-19T17:52:07Z,Business Finance,2340,2013-06-19,17:52:07Z,2013,6,19,small business managerial accounting training tutorial
47504,Use Crowdfunding Effectively With Indiegogo and Kickstarter,https://www.udemy.com/learncrowdfunding/,False,0,6533,32,9,All Levels,2 hours,2013-06-25T15:22:28Z,Business Finance,0,2013-06-25,15:22:28Z,2013,6,25,use crowdfunding effectively indiegogo kickstarter
42645,"Backspreads, Diagonals and Butterflies - Advanced Strategies",https://www.udemy.com/calendars-diagonals-butterfly-spreads/,True,60,737,41,10,Expert Level,2 hours,2013-03-03T22:15:18Z,Business Finance,44220,2013-03-03,22:15:18Z,2013,3,3,backspreads diagonals butterflies  advanced strategies
355622,Trade Forex 13 Patterns - Golden Ratios Secret Revealed,https://www.udemy.com/forex-13-patterns-trade-with-precision/,True,200,554,63,44,All Levels,4 hours,2015-01-10T13:49:22Z,Business Finance,110800,2015-01-10,13:49:22Z,2015,1,10,trade forex 13 patterns  golden ratios secret revealed
294914,Debt Collection Management: Get Paid On Time EVERY TIME!,https://www.udemy.com/accounts-receivable-help/,True,20,1255,8,38,All Levels,3 hours,2015-01-27T07:50:28Z,Business Finance,25100,2015-01-27,07:50:28Z,2015,1,27,debt collection management paid time time
35131,Introduction to Small Business Accounting Training Tutorial,https://www.udemy.com/introduction-to-small-business-accounting-training-tutorial/,True,25,168,9,75,Beginner Level,3.5 hours,2013-01-09T02:57:25Z,Business Finance,4200,2013-01-09,02:57:25Z,2013,1,9,introduction small business accounting training tutorial
638966,188% Profit in 1Year - Forex ALGO Robot Trading no indicator,https://www.udemy.com/forex-robot-trading/,True,120,357,71,20,All Levels,2 hours,2016-05-03T19:04:41Z,Business Finance,42840,2016-05-03,19:04:41Z,2016,5,3,188 profit 1year  forex algo robot trading indicator
364206,Media Training for Financial Service Professionals,https://www.udemy.com/media-training-for-financial-service-professionals/,True,20,1254,2,64,All Levels,7 hours,2014-12-11T21:14:18Z,Business Finance,25080,2014-12-11,21:14:18Z,2014,12,11,media training financial service professionals
742142,Learn the Forex Naked Price Action Pogo Trade,https://www.udemy.com/learn-the-forex-naked-price-action-pogo-trade/,True,60,89,4,10,Intermediate Level,1 hour,2016-02-10T16:52:50Z,Business Finance,5340,2016-02-10,16:52:50Z,2016,2,10,learn forex naked price action pogo trade
662318,Learn Quickbooks to maintain books properly,https://www.udemy.com/learn-quickbooks-to-maintain-books-properly/,True,20,241,5,26,Beginner Level,2.5 hours,2015-11-09T20:36:53Z,Business Finance,4820,2015-11-09,20:36:53Z,2015,11,9,learn quickbooks maintain books properly
902888,Investment Portfolio Analysis with Python,https://www.udemy.com/investment-portfolio-analysis-with-python/,True,50,209,13,37,All Levels,7 hours,2016-07-13T21:40:32Z,Business Finance,10450,2016-07-13,21:40:32Z,2016,7,13,investment portfolio analysis python
902150,Learn Global Macro Trading & Investing for Retail Investor,https://www.udemy.com/gms-soros/,True,75,178,16,27,All Levels,1.5 hours,2016-07-15T18:23:38Z,Business Finance,13350,2016-07-15,18:23:38Z,2016,7,15,learn global macro trading  investing retail investor
615602,Valuation of Goodwill for CA / CFA / CMA Exams,https://www.udemy.com/valuation-of-goodwill/,True,20,1509,0,9,All Levels,43 mins,2015-09-23T17:16:11Z,Business Finance,30180,2015-09-23,17:16:11Z,2015,9,23,valuation goodwill  cfa  cma exams
138560,Credit Repair from a Financial Institution,https://www.udemy.com/credit-repair-from-a-financial-institution/,True,20,157,13,9,All Levels,2.5 hours,2014-01-14T23:22:43Z,Business Finance,3140,2014-01-14,23:22:43Z,2014,1,14,credit repair financial institution
1056242,Practical Accounts Training A,https://www.udemy.com/mobile-practical-accounts-training-a/,True,35,2,0,127,Intermediate Level,31.5 hours,2017-01-18T18:52:11Z,Business Finance,70,2017-01-18,18:52:11Z,2017,1,18,practical accounts training
56926,School of Raising Capital: Agile Financial Modeling,https://www.udemy.com/agilefinancialmodeling/,True,20,12,1,11,All Levels,1.5 hours,2013-06-28T16:41:04Z,Business Finance,240,2013-06-28,16:41:04Z,2013,6,28,school raising capital agile financial modeling
1072220,Reach Your Personal Financial Goals the Easy Way (2017 UK),https://www.udemy.com/reach-your-personal-financial-goals-the-easy-way-2017-uk/,True,95,2,0,59,All Levels,4.5 hours,2017-05-22T23:58:16Z,Business Finance,190,2017-05-22,23:58:16Z,2017,5,22,reach personal financial goals easy way 2017 uk
115752,Straight From Business School: Create Financial Statements,https://www.udemy.com/straight-from-business-school-create-financial-statements/,True,20,31,2,5,Beginner Level,1 hour,2013-11-28T01:07:56Z,Business Finance,620,2013-11-28,01:07:56Z,2013,11,28,straight business school create financial statements
410196,DIY: Reduce Unpaid Federal Tax thru  IRS Offer in Compromise,https://www.udemy.com/diy-reduce-unpaid-federal-tax-thru-irs-offer-in-compromise/,True,20,44,3,8,All Levels,1 hour,2015-03-26T18:20:18Z,Business Finance,880,2015-03-26,18:20:18Z,2015,3,26,diy reduce unpaid federal tax irs offer compromise
532216,Raising Capital for Your Business,https://www.udemy.com/raising-capital-for-your-business/,True,50,22,5,60,All Levels,2.5 hours,2015-08-03T22:46:45Z,Business Finance,1100,2015-08-03,22:46:45Z,2015,8,3,raising capital business
41973,"Silver, Gold, and Inflation",https://www.udemy.com/got-gold-get-gold-inflation/,False,0,5597,76,11,Beginner Level,1 hour,2013-02-16T16:08:05Z,Business Finance,0,2013-02-16,16:08:05Z,2013,2,16,silver gold inflation
1153876,"Term Loan Appraisal for bankers, credit analysts",https://www.udemy.com/term-loan-appraisal-for-bankers-credit-analysts/,True,20,11,2,28,Beginner Level,6.5 hours,2017-04-03T16:53:57Z,Business Finance,220,2017-04-03,16:53:57Z,2017,4,3,term loan appraisal bankers credit analysts
75182,Trade Show Samurai,https://www.udemy.com/trade-show-displays/,True,95,32,7,7,All Levels,31 mins,2013-08-29T15:44:46Z,Business Finance,3040,2013-08-29,15:44:46Z,2013,8,29,trade samurai
765238,Trading Algorítmico en Forex: Crea tu primer Robot de Forex!,https://www.udemy.com/aprender-programar-mql4-forex/,True,170,206,39,39,All Levels,6.5 hours,2016-03-12T04:31:12Z,Business Finance,35020,2016-03-12,04:31:12Z,2016,3,12,trading algortmico en forex crea tu primer robot de forex
514844,Contabilidad Financiera: Conoce el Lenguaje de los Negocios.,https://www.udemy.com/curso-de-contabilidad-online-contabilidad-financiera/,True,20,244,13,21,Beginner Level,2.5 hours,2015-06-16T16:31:01Z,Business Finance,4880,2015-06-16,16:31:01Z,2015,6,16,contabilidad financiera conoce el lenguaje de los negocios
1124276,Le bitcoin et la blockchain,https://www.udemy.com/le-bitcoin-et-la-blockchain/,True,80,13,3,12,All Levels,44 mins,2017-03-13T23:49:47Z,Business Finance,1040,2017-03-13,23:49:47Z,2017,3,13,le bitcoin et la blockchain
1178150,"Double Your Salary With Free, Local, Job Training Courses",https://www.udemy.com/how-to-search-the-internet-to-get-free-training-education/,True,20,8,1,8,All Levels,1 hour,2017-04-17T16:33:31Z,Business Finance,160,2017-04-17,16:33:31Z,2017,4,17,double salary free local job training courses
1078254,Tally ERP Complete Training in Urdu / Hindi,https://www.udemy.com/tally-erp-complete-training-in-urdu/,True,30,5,2,51,All Levels,5 hours,2017-02-02T17:03:27Z,Business Finance,150,2017-02-02,17:03:27Z,2017,2,2,tally erp complete training urdu  hindi
712994,Learn Wave accounting to maintain books properly,https://www.udemy.com/learn-wave-accounting-to-maintain-books-properly/,False,0,1089,50,27,All Levels,3 hours,2016-01-13T22:06:39Z,Business Finance,0,2016-01-13,22:06:39Z,2016,1,13,learn wave accounting maintain books properly
1024862,Making Tax Digital - UK HMRC Legislation Explained,https://www.udemy.com/making-tax-digital/,False,0,743,0,7,All Levels,1 hour,2017-06-06T14:13:15Z,Business Finance,0,2017-06-06,14:13:15Z,2017,6,6,making tax digital  uk hmrc legislation explained
975982,4 Easy Daily Forex Trades: A Recipe for Trading Success,https://www.udemy.com/4dailytrades/,True,200,319,19,12,All Levels,1 hour,2016-11-17T00:37:02Z,Business Finance,63800,2016-11-17,00:37:02Z,2016,11,17,4 easy daily forex trades recipe trading success
985104,Investimento em Ações para Leigos,https://www.udemy.com/investimento-em-acoes-para-leigos/,True,20,201,46,19,Beginner Level,2.5 hours,2016-11-11T15:53:07Z,Business Finance,4020,2016-11-11,15:53:07Z,2016,11,11,investimento em aes para leigos
915206,MetaTrader4 Platform Training,https://www.udemy.com/metatrader4-platform-training/,False,0,1819,45,15,Beginner Level,1.5 hours,2016-09-21T19:16:59Z,Business Finance,0,2016-09-21,19:16:59Z,2016,9,21,metatrader4 platform training
323828,"An Introduction: MT4 Email, Sound, Notification Forex Alerts",https://www.udemy.com/create-mt4-forex-email-sound-and-notification-alerts/,True,20,323,30,11,Intermediate Level,37 mins,2014-11-01T04:10:48Z,Business Finance,6460,2014-11-01,04:10:48Z,2014,11,1,introduction mt4 email sound notification forex alerts
1117796,Typographic Logo Design in Illustrator - Beginners & Beyond,https://www.udemy.com/typographical-logo-design/,True,150,1720,40,27,All Levels,1.5 hours,2017-02-23T21:40:39Z,Graphic Design,258000,2017-02-23,21:40:39Z,2017,2,23,typographic logo design illustrator  beginners 
595876,Logo Design in Adobe Illustrator - for Beginners & Beyond,https://www.udemy.com/logodesign/,True,200,4297,337,110,All Levels,7.5 hours,2015-10-01T21:40:39Z,Graphic Design,859400,2015-10-01,21:40:39Z,2015,10,1,logo design adobe illustrator  beginners 
28556,Discover How to Draw and paint Comics,https://www.udemy.com/learn-to-draw-and-paint/,True,65,8901,424,85,All Levels,62 hours,2012-11-21T22:03:54Z,Graphic Design,578565,2012-11-21,22:03:54Z,2012,11,21,discover draw paint comics
317278,Typographic Logos: Typography and Lettering for Logo Design,https://www.udemy.com/typographic-logos-typography-and-lettering-for-logo-design/,True,25,4235,427,20,Intermediate Level,1.5 hours,2014-10-16T19:30:01Z,Graphic Design,105875,2014-10-16,19:30:01Z,2014,10,16,typographic logos typography lettering logo design
1120554,Canva Graphics Design Essential Training For Everyone,https://www.udemy.com/canva-graphics-design-essential-training/,True,200,12340,124,46,All Levels,2.5 hours,2017-03-07T03:54:27Z,Graphic Design,2468000,2017-03-07,03:54:27Z,2017,3,7,canva graphics design essential training
590794,Illustrator Quick Tip：10分でKawaiiカメレオンを描こう,https://www.udemy.com/illustrator-quick-tip10kawaii/,False,0,381,24,7,All Levels,36 mins,2015-08-31T20:52:45Z,Graphic Design,0,2015-08-31,20:52:45Z,2015,8,31,illustrator quick tip10kawaii
1046722,Ultimate Photoshop Training: From Beginner to Pro,https://www.udemy.com/ultimate-photoshop-training-from-beginner-to-pro/,True,200,5326,447,150,Beginner Level,11.5 hours,2017-01-12T16:56:22Z,Graphic Design,1065200,2017-01-12,16:56:22Z,2017,1,12,ultimate photoshop training beginner pro
20461,How to Design a Logo - a Beginners Course,https://www.udemy.com/how-to-design-a-logo-a-beginners-course/,True,30,10875,650,41,All Levels,2.5 hours,2012-07-25T13:41:42Z,Graphic Design,326250,2012-07-25,13:41:42Z,2012,7,25,design logo  beginners course
416548,Logo Design Masterclass: Learn Logo Design + Illustrator,https://www.udemy.com/become-a-professional-logo-designer/,True,200,8196,479,85,All Levels,6.5 hours,2015-08-18T18:56:04Z,Graphic Design,1639200,2015-08-18,18:56:04Z,2015,8,18,logo design masterclass learn logo design  illustrator
1067516,Vector Logo Design in Affinity Designer,https://www.udemy.com/logoaffinitydesigner/,True,150,1789,102,57,All Levels,3 hours,2017-02-07T18:09:03Z,Graphic Design,268350,2017-02-07,18:09:03Z,2017,2,7,vector logo design affinity designer
1008100,How To Create A Low Poly Portrait With The Pen Tool,https://www.udemy.com/how-to-create-a-low-poly-portrait-with-the-pen-tool-adobe-illustrator/,True,195,293,5,18,Beginner Level,1 hour,2016-11-15T14:40:56Z,Graphic Design,57135,2016-11-15,14:40:56Z,2016,11,15,create low poly portrait pen tool
65596,Learn to create beautiful web interfaces and logos,https://www.udemy.com/how-to-create-beautiful-web-designs/,True,20,1085,76,10,All Levels,1 hour,2013-07-17T18:18:02Z,Graphic Design,21700,2013-07-17,18:18:02Z,2013,7,17,learn create beautiful web interfaces logos
1018358,Illustrated Logo Design,https://www.udemy.com/how-to-design-illustration-logos/,True,25,447,2,10,Intermediate Level,1 hour,2016-11-24T21:56:58Z,Graphic Design,11175,2016-11-24,21:56:58Z,2016,11,24,illustrated logo design
1177156,Como Criar Logos de Sucesso - Start Designer,https://www.udemy.com/como-criar-logos-de-sucesso-start-designer/,True,25,0,0,29,Beginner Level,6 hours,2017-06-30T05:48:57Z,Graphic Design,0,2017-06-30,05:48:57Z,2017,6,30,como criar logos de sucesso  start designer
609642,Ferramentas Visuais,https://www.udemy.com/ferramentasvisuais/,False,0,817,42,18,Beginner Level,5 hours,2015-10-09T23:42:33Z,Graphic Design,0,2015-10-09,23:42:33Z,2015,10,9,ferramentas visuais
1160004,Design a logo for FREE in Inkscape,https://www.udemy.com/logoinkscape/,True,100,1148,26,42,All Levels,2 hours,2017-05-01T18:32:43Z,Graphic Design,114800,2017-05-01,18:32:43Z,2017,5,1,design logo free inkscape
385462,Logo Designing for Your Business in an Hour,https://www.udemy.com/logo-designing-side-business/,True,20,25277,311,16,All Levels,1 hour,2015-01-05T10:43:48Z,Graphic Design,505540,2015-01-05,10:43:48Z,2015,1,5,logo designing business hour
656914,Cartoon Game Logo Design using Photoshop,https://www.udemy.com/cartoon-game-logo-design-using-photoshop/,True,20,1076,11,15,All Levels,2.5 hours,2015-11-11T18:54:16Z,Graphic Design,21520,2015-11-11,18:54:16Z,2015,11,11,cartoon game logo design photoshop
608090,Adobe Illustrator For Beginners: Design A Typographic Logo,https://www.udemy.com/illustratorforbeginners/,True,30,276,54,27,Beginner Level,1.5 hours,2015-10-15T22:29:00Z,Graphic Design,8280,2015-10-15,22:29:00Z,2015,10,15,adobe illustrator beginners design typographic logo
755680,Draw a realistic Fantail using pencil,https://www.udemy.com/draw-a-realistic-fantail-using-pencil/,False,0,6754,109,20,All Levels,1 hour,2016-02-11T22:05:05Z,Graphic Design,0,2016-02-11,22:05:05Z,2016,2,11,draw realistic fantail pencil
775252,LOGO DESIGN IN POWERPOINT,https://www.udemy.com/logo-design-in-powerpoint-create-logos/,True,95,1046,12,28,Beginner Level,1 hour,2016-04-15T18:02:17Z,Graphic Design,99370,2016-04-15,18:02:17Z,2016,4,15,logo design powerpoint
